Quarter,Month,Region,State,Manager,Salesperson,Category,Subcategory,Quantity,Unit Prize,Discount,Sales
2,June,South,Louisiana,Donaldson,Battelle,Casual,Womens,90,9, 7 , 810 
2,June,South,Louisiana,Donaldson,Battelle,Business,Womens,90,9, 7 , 810 
2,June,South,Louisiana,Donaldson,Carver,Casual,Mens,160,10, 6 ," 1,600 "
2,June,South,Louisiana,Donaldson,Carver,Business,Mens,70,5, 9 , 350 
2,June,South,Louisiana,Donaldson,Carver,Casual,Womens,180,9, 9 ," 1,620 "
2,June,South,Louisiana,Donaldson,Carver,Business,Womens,50,7, 10 , 350 
2,June,South,Louisiana,Donaldson,Darkle,Casual,Mens,140,5, 7 , 700 
2,June,South,Louisiana,Donaldson,Darkle,Business,Mens,110,10, 10 ," 1,100 "
2,June,South,Louisiana,Donaldson,Darkle,Casual,Womens,140,5, 6 , 700 
2,June,South,Louisiana,Donaldson,Darkle,Business,Womens,180,10, 9 ," 1,800 "
3,July,South,Louisiana,Donaldson,Ayers,Casual,Mens,120,10, 8 ," 1,200 "
3,July,South,Louisiana,Donaldson,Ayers,Business,Mens,170,8, 6 ," 1,360 "
3,July,South,Louisiana,Donaldson,Ayers,Casual,Womens,120,10, 7 ," 1,200 "
3,July,South,Louisiana,Donaldson,Ayers,Business,Womens,160,8, 7 ," 1,280 "
3,July,South,Louisiana,Donaldson,Battelle,Casual,Mens,90,6, 7 , 540 
3,July,South,Louisiana,Donaldson,Battelle,Business,Mens,190,8, 7 ," 1,520 "
3,July,South,Louisiana,Donaldson,Battelle,Casual,Womens,120,6, 9 , 720 
3,July,South,Louisiana,Donaldson,Battelle,Business,Womens,80,5, 10 , 400 
3,July,South,Louisiana,Donaldson,Carver,Casual,Mens,50,8, 5 , 400 
3,July,South,Louisiana,Donaldson,Carver,Business,Mens,70,5, 6 , 350 
3,July,South,Louisiana,Donaldson,Carver,Casual,Womens,140,10, 6 ," 1,400 "
3,July,South,Louisiana,Donaldson,Carver,Business,Womens,60,6, 9 , 360 
3,July,South,Louisiana,Donaldson,Darkle,Casual,Mens,160,10, 5 ," 1,600 "
3,July,South,Louisiana,Donaldson,Darkle,Business,Mens,180,5, 8 , 900 
3,July,South,Louisiana,Donaldson,Darkle,Casual,Womens,100,8, 8 , 800 
3,July,South,Louisiana,Donaldson,Darkle,Business,Womens,110,9, 10 , 990 
3,August,South,Louisiana,Donaldson,Ayers,Casual,Mens,180,8, 8 ," 1,440 "
3,August,South,Louisiana,Donaldson,Ayers,Business,Mens,110,7, 8 , 770 
3,August,South,Louisiana,Donaldson,Ayers,Casual,Womens,140,10, 8 ," 1,400 "
3,August,South,Louisiana,Donaldson,Ayers,Business,Womens,180,5, 7 , 900 
3,August,South,Louisiana,Donaldson,Battelle,Casual,Mens,130,10, 10 ," 1,300 "
3,August,South,Louisiana,Donaldson,Battelle,Business,Mens,180,9, 5 ," 1,620 "
3,August,South,Louisiana,Donaldson,Battelle,Casual,Womens,150,8, 8 ," 1,200 "
3,August,South,Louisiana,Donaldson,Battelle,Business,Womens,90,9, 6 , 810 
3,August,South,Louisiana,Donaldson,Carver,Casual,Mens,110,6, 6 , 660 
3,August,South,Louisiana,Donaldson,Carver,Business,Mens,90,9, 5 , 810 
3,August,South,Louisiana,Donaldson,Carver,Casual,Womens,140,7, 8 , 980 
3,August,South,Louisiana,Donaldson,Carver,Business,Womens,130,6, 7 , 780 
3,August,South,Louisiana,Donaldson,Darkle,Casual,Mens,110,9, 6 , 990 
3,August,South,Louisiana,Donaldson,Darkle,Business,Mens,190,6, 9 ," 1,140 "
3,August,South,Louisiana,Donaldson,Darkle,Casual,Womens,70,6, 7 , 420 
3,August,South,Louisiana,Donaldson,Darkle,Business,Womens,110,6, 5 , 660 
3,September,South,Louisiana,Donaldson,Ayers,Casual,Mens,50,5, 6 , 250 
3,September,South,Louisiana,Donaldson,Ayers,Business,Mens,100,7, 9 , 700 
3,September,South,Louisiana,Donaldson,Ayers,Casual,Womens,50,10, 5 , 500 
3,September,South,Louisiana,Donaldson,Ayers,Business,Womens,120,8, 5 , 960 
3,September,South,Louisiana,Donaldson,Battelle,Casual,Mens,190,9, 9 ," 1,710 "
3,September,South,Louisiana,Donaldson,Battelle,Business,Mens,120,10, 7 ," 1,200 "
3,September,South,Louisiana,Donaldson,Battelle,Casual,Womens,150,8, 5 ," 1,200 "
3,September,South,Louisiana,Donaldson,Battelle,Business,Womens,80,5, 5 , 400 
3,September,South,Louisiana,Donaldson,Carver,Casual,Mens,100,9, 5 , 900 
3,September,South,Louisiana,Donaldson,Carver,Business,Mens,150,8, 7 ," 1,200 "
3,September,South,Louisiana,Donaldson,Carver,Casual,Womens,100,8, 5 , 800 
3,September,South,Louisiana,Donaldson,Carver,Business,Womens,70,6, 9 , 420 
3,September,South,Louisiana,Donaldson,Darkle,Casual,Mens,100,9, 10 , 900 
3,September,South,Louisiana,Donaldson,Darkle,Business,Mens,120,10, 10 ," 1,200 "
3,September,South,Louisiana,Donaldson,Darkle,Casual,Womens,70,9, 7 , 630 
3,September,South,Louisiana,Donaldson,Darkle,Business,Womens,110,6, 7 , 660 
4,October,South,Louisiana,Donaldson,Ayers,Casual,Mens,190,8, 7 ," 1,520 "
4,October,South,Louisiana,Donaldson,Ayers,Business,Mens,150,5, 8 , 750 
4,October,South,Louisiana,Donaldson,Ayers,Casual,Womens,120,9, 5 ," 1,080 "
4,October,South,Louisiana,Donaldson,Ayers,Business,Womens,160,9, 10 ," 1,440 "
4,October,South,Louisiana,Donaldson,Battelle,Casual,Mens,50,8, 9 , 400 
4,October,South,Louisiana,Donaldson,Battelle,Business,Mens,190,6, 9 ," 1,140 "
4,October,South,Louisiana,Donaldson,Battelle,Casual,Womens,180,6, 7 ," 1,080 "
4,October,South,Louisiana,Donaldson,Battelle,Business,Womens,70,6, 10 , 420 
4,October,South,Louisiana,Donaldson,Carver,Casual,Mens,130,6, 9 , 780 
4,October,South,Louisiana,Donaldson,Carver,Business,Mens,70,8, 6 , 560 
4,October,South,Louisiana,Donaldson,Carver,Casual,Womens,150,5, 7 , 750 
4,October,South,Louisiana,Donaldson,Carver,Business,Womens,150,8, 7 ," 1,200 "
4,October,South,Louisiana,Donaldson,Darkle,Casual,Mens,170,5, 6 , 850 
4,October,South,Louisiana,Donaldson,Darkle,Business,Mens,160,5, 5 , 800 
4,October,South,Louisiana,Donaldson,Darkle,Casual,Womens,150,5, 7 , 750 
4,October,South,Louisiana,Donaldson,Darkle,Business,Womens,70,7, 10 , 490 
4,November,South,Louisiana,Donaldson,Ayers,Casual,Mens,110,10, 7 ," 1,100 "
4,November,South,Louisiana,Donaldson,Ayers,Business,Mens,50,6, 6 , 300 
4,November,South,Louisiana,Donaldson,Ayers,Casual,Womens,80,8, 8 , 640 
4,November,South,Louisiana,Donaldson,Ayers,Business,Womens,120,7, 9 , 840 
4,November,South,Louisiana,Donaldson,Battelle,Casual,Mens,100,6, 6 , 600 
4,November,South,Louisiana,Donaldson,Battelle,Business,Mens,150,7, 9 ," 1,050 "
4,November,South,Louisiana,Donaldson,Battelle,Casual,Womens,60,7, 5 , 420 
4,November,South,Louisiana,Donaldson,Battelle,Business,Womens,110,9, 7 , 990 
4,November,South,Louisiana,Donaldson,Carver,Casual,Mens,90,5, 8 , 450 
4,November,South,Louisiana,Donaldson,Carver,Business,Mens,60,10, 9 , 600 
4,November,South,Louisiana,Donaldson,Carver,Casual,Womens,170,8, 7 ," 1,360 "
4,November,South,Louisiana,Donaldson,Carver,Business,Womens,110,9, 6 , 990 
4,November,South,Louisiana,Donaldson,Darkle,Casual,Mens,50,9, 10 , 450 
4,November,South,Louisiana,Donaldson,Darkle,Business,Mens,130,9, 10 ," 1,170 "
4,November,South,Louisiana,Donaldson,Darkle,Casual,Womens,180,8, 5 ," 1,440 "
4,November,South,Louisiana,Donaldson,Darkle,Business,Womens,80,6, 5 , 480 
4,December,South,Louisiana,Donaldson,Ayers,Casual,Mens,70,6, 9 , 420 
4,December,South,Louisiana,Donaldson,Ayers,Business,Mens,70,8, 7 , 560 
4,December,South,Louisiana,Donaldson,Ayers,Casual,Womens,80,7, 6 , 560 
4,December,South,Louisiana,Donaldson,Ayers,Business,Womens,170,7, 5 ," 1,190 "
4,December,South,Louisiana,Donaldson,Battelle,Casual,Mens,60,5, 8 , 300 
4,December,South,Louisiana,Donaldson,Battelle,Business,Mens,90,6, 8 , 540 
4,December,South,Louisiana,Donaldson,Battelle,Casual,Womens,90,8, 8 , 720 
4,December,South,Louisiana,Donaldson,Battelle,Business,Womens,130,9, 10 ," 1,170 "
4,December,South,Louisiana,Donaldson,Carver,Casual,Mens,170,5, 6 , 850 
4,December,South,Louisiana,Donaldson,Carver,Business,Mens,70,8, 9 , 560 
4,December,South,Louisiana,Donaldson,Carver,Casual,Womens,150,8, 7 ," 1,200 "
4,December,South,Louisiana,Donaldson,Carver,Business,Womens,70,10, 9 , 700 
4,December,South,Louisiana,Donaldson,Darkle,Casual,Mens,160,8, 10 ," 1,280 "
4,December,South,Louisiana,Donaldson,Darkle,Business,Mens,140,7, 8 , 980 
4,December,South,Louisiana,Donaldson,Darkle,Casual,Womens,190,9, 5 ," 1,710 "
4,December,South,Louisiana,Donaldson,Darkle,Business,Womens,60,8, 5 , 480 
1,January,East,New York,Eddings,Abdo,Casual,Mens,110,10, 6 ," 1,100 "
1,January,East,New York,Eddings,Abdo,Business,Mens,50,7, 8 , 350 
1,January,East,New York,Eddings,Abdo,Casual,Womens,110,8, 7 , 880 
1,January,East,New York,Eddings,Abdo,Business,Womens,70,7, 9 , 490 
1,January,East,New York,Eddings,Baines,Casual,Mens,60,8, 10 , 480 
1,January,East,New York,Eddings,Baines,Business,Mens,60,10, 5 , 600 
1,January,East,New York,Eddings,Baines,Casual,Womens,190,8, 6 ," 1,520 "
1,January,East,New York,Eddings,Baines,Business,Womens,190,9, 7 ," 1,710 "
1,January,East,New York,Eddings,Callie,Casual,Mens,60,9, 9 , 540 
1,January,East,New York,Eddings,Callie,Business,Mens,150,9, 8 ," 1,350 "
1,January,East,New York,Eddings,Callie,Casual,Womens,160,7, 8 ," 1,120 "
1,January,East,New York,Eddings,Callie,Business,Womens,160,5, 7 , 800 
1,January,East,New York,Eddings,Drake,Casual,Mens,60,8, 8 , 480 
1,January,East,New York,Eddings,Drake,Business,Mens,140,6, 10 , 840 
1,January,East,New York,Eddings,Drake,Casual,Womens,50,8, 10 , 400 
1,January,East,New York,Eddings,Drake,Business,Womens,170,6, 5 ," 1,020 "
1,February,East,New York,Eddings,Abdo,Casual,Mens,60,8, 8 , 480 
1,February,East,New York,Eddings,Abdo,Business,Mens,50,5, 10 , 250 
1,February,East,New York,Eddings,Abdo,Casual,Womens,120,9, 5 ," 1,080 "
1,February,East,New York,Eddings,Abdo,Business,Womens,120,5, 6 , 600 
1,February,East,New York,Eddings,Baines,Casual,Mens,60,5, 7 , 300 
1,February,East,New York,Eddings,Baines,Business,Mens,140,7, 8 , 980 
1,February,East,New York,Eddings,Baines,Casual,Womens,190,6, 5 ," 1,140 "
1,February,East,New York,Eddings,Baines,Business,Womens,190,5, 7 , 950 
1,February,East,New York,Eddings,Callie,Casual,Mens,110,8, 7 , 880 
1,February,East,New York,Eddings,Callie,Business,Mens,140,7, 5 , 980 
1,February,East,New York,Eddings,Callie,Casual,Womens,90,9, 6 , 810 
1,February,East,New York,Eddings,Callie,Business,Womens,100,10, 10 ," 1,000 "
1,February,East,New York,Eddings,Drake,Casual,Mens,100,7, 9 , 700 
1,February,East,New York,Eddings,Drake,Business,Mens,80,6, 10 , 480 
1,February,East,New York,Eddings,Drake,Casual,Womens,170,6, 10 ," 1,020 "
1,February,East,New York,Eddings,Drake,Business,Womens,90,9, 7 , 810 
1,March,East,New York,Eddings,Abdo,Casual,Mens,190,8, 6 ," 1,520 "
1,March,East,New York,Eddings,Abdo,Business,Mens,50,5, 5 , 250 
1,March,East,New York,Eddings,Abdo,Casual,Womens,70,5, 6 , 350 
1,March,East,New York,Eddings,Abdo,Business,Womens,100,8, 5 , 800 
1,March,East,New York,Eddings,Baines,Casual,Mens,150,10, 8 ," 1,500 "
1,March,East,New York,Eddings,Baines,Business,Mens,100,10, 5 ," 1,000 "
1,March,East,New York,Eddings,Baines,Casual,Womens,110,8, 6 , 880 
1,March,East,New York,Eddings,Baines,Business,Womens,110,7, 6 , 770 
1,March,East,New York,Eddings,Callie,Casual,Mens,160,7, 6 ," 1,120 "
1,March,East,New York,Eddings,Callie,Business,Mens,190,5, 9 , 950 
1,March,East,New York,Eddings,Callie,Casual,Womens,50,9, 8 , 450 
1,March,East,New York,Eddings,Callie,Business,Womens,140,5, 10 , 700 
1,March,East,New York,Eddings,Drake,Casual,Mens,110,6, 5 , 660 
1,March,East,New York,Eddings,Drake,Business,Mens,190,5, 5 , 950 
1,March,East,New York,Eddings,Drake,Casual,Womens,120,5, 5 , 600 
1,March,East,New York,Eddings,Drake,Business,Womens,170,8, 10 ," 1,360 "
2,April,East,New York,Eddings,Abdo,Casual,Mens,130,10, 5 ," 1,300 "
2,April,East,New York,Eddings,Abdo,Business,Mens,100,8, 6 , 800 
2,April,East,New York,Eddings,Abdo,Casual,Womens,50,9, 5 , 450 
2,April,East,New York,Eddings,Abdo,Business,Womens,130,10, 5 ," 1,300 "
2,April,East,New York,Eddings,Baines,Casual,Mens,100,7, 9 , 700 
2,April,East,New York,Eddings,Baines,Business,Mens,120,9, 5 ," 1,080 "
2,April,East,New York,Eddings,Baines,Casual,Womens,60,8, 10 , 480 
2,April,East,New York,Eddings,Baines,Business,Womens,150,5, 7 , 750 
2,April,East,New York,Eddings,Callie,Casual,Mens,140,6, 5 , 840 
2,April,East,New York,Eddings,Callie,Business,Mens,70,6, 6 , 420 
2,April,East,New York,Eddings,Callie,Casual,Womens,190,7, 7 ," 1,330 "
2,April,East,New York,Eddings,Callie,Business,Womens,120,5, 8 , 600 
2,April,East,New York,Eddings,Drake,Casual,Mens,170,5, 5 , 850 
2,April,East,New York,Eddings,Drake,Business,Mens,80,9, 9 , 720 
2,April,East,New York,Eddings,Drake,Casual,Womens,140,6, 10 , 840 
2,April,East,New York,Eddings,Drake,Business,Womens,50,7, 9 , 350 
2,May,East,New York,Eddings,Abdo,Casual,Mens,60,10, 5 , 600 
2,May,East,New York,Eddings,Abdo,Business,Mens,100,7, 10 , 700 
2,May,East,New York,Eddings,Abdo,Casual,Womens,120,9, 8 ," 1,080 "
2,May,East,New York,Eddings,Abdo,Business,Womens,50,6, 9 , 300 
2,May,East,New York,Eddings,Baines,Casual,Mens,180,5, 10 , 900 
2,May,East,New York,Eddings,Baines,Business,Mens,130,9, 5 ," 1,170 "
2,May,East,New York,Eddings,Baines,Casual,Womens,90,10, 9 , 900 
2,May,East,New York,Eddings,Baines,Business,Womens,50,10, 8 , 500 
2,May,East,New York,Eddings,Callie,Casual,Mens,180,9, 10 ," 1,620 "
2,May,East,New York,Eddings,Callie,Business,Mens,70,9, 10 , 630 
2,May,East,New York,Eddings,Callie,Casual,Womens,110,8, 5 , 880 
2,May,East,New York,Eddings,Callie,Business,Womens,80,7, 9 , 560 
2,May,East,New York,Eddings,Drake,Casual,Mens,120,7, 7 , 840 
2,May,East,New York,Eddings,Drake,Business,Mens,100,7, 10 , 700 
2,May,East,New York,Eddings,Drake,Casual,Womens,90,10, 10 , 900 
2,May,East,New York,Eddings,Drake,Business,Womens,150,7, 8 ," 1,050 "
2,June,East,New York,Eddings,Abdo,Casual,Mens,140,5, 6 , 700 
2,June,East,New York,Eddings,Abdo,Business,Mens,160,8, 6 ," 1,280 "
2,June,East,New York,Eddings,Abdo,Casual,Womens,180,9, 5 ," 1,620 "
2,June,East,New York,Eddings,Abdo,Business,Womens,120,5, 10 , 600 
2,June,East,New York,Eddings,Baines,Casual,Mens,190,8, 10 ," 1,520 "
2,June,East,New York,Eddings,Baines,Business,Mens,140,8, 10 ," 1,120 "
2,June,East,New York,Eddings,Baines,Casual,Womens,60,10, 8 , 600 
2,June,East,New York,Eddings,Baines,Business,Womens,190,5, 8 , 950 
2,June,East,New York,Eddings,Callie,Casual,Mens,140,5, 8 , 700 
2,June,East,New York,Eddings,Callie,Business,Mens,70,9, 5 , 630 
2,June,East,New York,Eddings,Callie,Casual,Womens,50,10, 7 , 500 
2,June,East,New York,Eddings,Callie,Business,Womens,50,7, 5 , 350 
2,June,East,New York,Eddings,Drake,Casual,Mens,130,6, 7 , 780 
2,June,East,New York,Eddings,Drake,Business,Mens,50,6, 5 , 300 
2,June,East,New York,Eddings,Drake,Casual,Womens,100,5, 6 , 500 
2,June,East,New York,Eddings,Drake,Business,Womens,80,9, 8 , 720 
3,July,East,New York,Eddings,Abdo,Casual,Mens,170,7, 10 ," 1,190 "
3,July,East,New York,Eddings,Abdo,Business,Mens,170,6, 10 ," 1,020 "
3,July,East,New York,Eddings,Abdo,Casual,Womens,160,6, 6 , 960 
3,July,East,New York,Eddings,Abdo,Business,Womens,180,10, 9 ," 1,800 "
3,July,East,New York,Eddings,Baines,Casual,Mens,130,10, 8 ," 1,300 "
3,July,East,New York,Eddings,Baines,Business,Mens,180,9, 5 ," 1,620 "
3,July,East,New York,Eddings,Baines,Casual,Womens,60,8, 5 , 480 
3,July,East,New York,Eddings,Baines,Business,Womens,90,7, 7 , 630 
3,July,East,New York,Eddings,Callie,Casual,Mens,50,8, 5 , 400 
3,July,East,New York,Eddings,Callie,Business,Mens,170,6, 6 ," 1,020 "
3,July,East,New York,Eddings,Callie,Casual,Womens,140,6, 7 , 840 
3,July,East,New York,Eddings,Callie,Business,Womens,50,7, 9 , 350 
3,July,East,New York,Eddings,Drake,Casual,Mens,190,10, 10 ," 1,900 "
3,July,East,New York,Eddings,Drake,Business,Mens,130,5, 8 , 650 
3,July,East,New York,Eddings,Drake,Casual,Womens,150,10, 5 ," 1,500 "
3,July,East,New York,Eddings,Drake,Business,Womens,100,8, 7 , 800 
3,August,East,New York,Eddings,Abdo,Casual,Mens,160,10, 5 ," 1,600 "
3,August,East,New York,Eddings,Abdo,Business,Mens,80,5, 10 , 400 
3,August,East,New York,Eddings,Abdo,Casual,Womens,130,5, 7 , 650 
3,August,East,New York,Eddings,Abdo,Business,Womens,70,10, 6 , 700 
3,August,East,New York,Eddings,Baines,Casual,Mens,140,5, 9 , 700 
3,August,East,New York,Eddings,Baines,Business,Mens,140,9, 10 ," 1,260 "
3,August,East,New York,Eddings,Baines,Casual,Womens,50,10, 8 , 500 
3,August,East,New York,Eddings,Baines,Business,Womens,120,10, 9 ," 1,200 "
3,August,East,New York,Eddings,Callie,Casual,Mens,70,10, 5 , 700 
3,August,East,New York,Eddings,Callie,Business,Mens,90,8, 6 , 720 
3,August,East,New York,Eddings,Callie,Casual,Womens,70,9, 5 , 630 
3,August,East,New York,Eddings,Callie,Business,Womens,130,8, 10 ," 1,040 "
3,August,East,New York,Eddings,Drake,Casual,Mens,60,10, 6 , 600 
3,August,East,New York,Eddings,Drake,Business,Mens,120,5, 8 , 600 
3,August,East,New York,Eddings,Drake,Casual,Womens,140,8, 6 ," 1,120 "
3,August,East,New York,Eddings,Drake,Business,Womens,150,8, 10 ," 1,200 "
3,September,East,New York,Eddings,Abdo,Casual,Mens,110,5, 6 , 550 
3,September,East,New York,Eddings,Abdo,Business,Mens,160,5, 8 , 800 
3,September,East,New York,Eddings,Abdo,Casual,Womens,70,5, 10 , 350 
3,September,East,New York,Eddings,Abdo,Business,Womens,110,7, 7 , 770 
3,September,East,New York,Eddings,Baines,Casual,Mens,140,9, 10 ," 1,260 "
3,September,East,New York,Eddings,Baines,Business,Mens,70,10, 7 , 700 
3,September,East,New York,Eddings,Baines,Casual,Womens,70,7, 7 , 490 
3,September,East,New York,Eddings,Baines,Business,Womens,150,10, 7 ," 1,500 "
3,September,East,New York,Eddings,Callie,Casual,Mens,160,8, 9 ," 1,280 "
3,September,East,New York,Eddings,Callie,Business,Mens,100,7, 9 , 700 
3,September,East,New York,Eddings,Callie,Casual,Womens,80,8, 6 , 640 
3,September,East,New York,Eddings,Callie,Business,Womens,60,6, 9 , 360 
3,September,East,New York,Eddings,Drake,Casual,Mens,180,7, 8 ," 1,260 "
3,September,East,New York,Eddings,Drake,Business,Mens,120,10, 10 ," 1,200 "
3,September,East,New York,Eddings,Drake,Casual,Womens,140,6, 7 , 840 
3,September,East,New York,Eddings,Drake,Business,Womens,60,5, 8 , 300 
4,October,East,New York,Eddings,Abdo,Casual,Mens,140,10, 10 ," 1,400 "
4,October,East,New York,Eddings,Abdo,Business,Mens,80,5, 6 , 400 
4,October,East,New York,Eddings,Abdo,Casual,Womens,140,9, 6 ," 1,260 "
4,October,East,New York,Eddings,Abdo,Business,Womens,190,10, 9 ," 1,900 "
4,October,East,New York,Eddings,Baines,Casual,Mens,150,5, 7 , 750 
4,October,East,New York,Eddings,Baines,Business,Mens,150,7, 6 ," 1,050 "
4,October,East,New York,Eddings,Baines,Casual,Womens,90,5, 10 , 450 
4,October,East,New York,Eddings,Baines,Business,Womens,110,10, 7 ," 1,100 "
4,October,East,New York,Eddings,Callie,Casual,Mens,50,8, 7 , 400 
4,October,East,New York,Eddings,Callie,Business,Mens,170,9, 7 ," 1,530 "
4,October,East,New York,Eddings,Callie,Casual,Womens,90,5, 8 , 450 
4,October,East,New York,Eddings,Callie,Business,Womens,70,10, 7 , 700 
4,October,East,New York,Eddings,Drake,Casual,Mens,190,5, 9 , 950 
4,October,East,New York,Eddings,Drake,Business,Mens,90,5, 7 , 450 
4,October,East,New York,Eddings,Drake,Casual,Womens,100,8, 7 , 800 
4,October,East,New York,Eddings,Drake,Business,Womens,190,9, 5 ," 1,710 "
4,November,East,New York,Eddings,Abdo,Casual,Mens,160,6, 8 , 960 
4,November,East,New York,Eddings,Abdo,Business,Mens,100,5, 6 , 500 
4,November,East,New York,Eddings,Abdo,Casual,Womens,110,5, 7 , 550 
4,November,East,New York,Eddings,Abdo,Business,Womens,110,8, 6 , 880 
4,November,East,New York,Eddings,Baines,Casual,Mens,180,10, 5 ," 1,800 "
4,November,East,New York,Eddings,Baines,Business,Mens,100,8, 10 , 800 
4,November,East,New York,Eddings,Baines,Casual,Womens,120,9, 7 ," 1,080 "
4,November,East,New York,Eddings,Baines,Business,Womens,130,5, 5 , 650 
4,November,East,New York,Eddings,Callie,Casual,Mens,130,5, 7 , 650 
4,November,East,New York,Eddings,Callie,Business,Mens,130,7, 5 , 910 
4,November,East,New York,Eddings,Callie,Casual,Womens,150,6, 7 , 900 
4,November,East,New York,Eddings,Callie,Business,Womens,130,6, 10 , 780 
4,November,East,New York,Eddings,Drake,Casual,Mens,130,6, 7 , 780 
4,November,East,New York,Eddings,Drake,Business,Mens,70,5, 5 , 350 
4,November,East,New York,Eddings,Drake,Casual,Womens,60,6, 10 , 360 
4,November,East,New York,Eddings,Drake,Business,Womens,120,8, 8 , 960 
4,December,East,New York,Eddings,Abdo,Casual,Mens,50,8, 10 , 400 
4,December,East,New York,Eddings,Abdo,Business,Mens,140,8, 7 ," 1,120 "
4,December,East,New York,Eddings,Abdo,Casual,Womens,80,9, 10 , 720 
4,December,East,New York,Eddings,Abdo,Business,Womens,90,6, 9 , 540 
4,December,East,New York,Eddings,Baines,Casual,Mens,180,10, 10 ," 1,800 "
4,December,East,New York,Eddings,Baines,Business,Mens,130,10, 10 ," 1,300 "
4,December,East,New York,Eddings,Baines,Casual,Womens,100,7, 10 , 700 
4,December,East,New York,Eddings,Baines,Business,Womens,130,8, 6 ," 1,040 "
4,December,East,New York,Eddings,Callie,Casual,Mens,110,8, 9 , 880 
4,December,East,New York,Eddings,Callie,Business,Mens,50,6, 6 , 300 
4,December,East,New York,Eddings,Callie,Casual,Womens,150,6, 7 , 900 
4,December,East,New York,Eddings,Callie,Business,Womens,170,7, 6 ," 1,190 "
4,December,East,New York,Eddings,Drake,Casual,Mens,140,5, 6 , 700 
4,December,East,New York,Eddings,Drake,Business,Mens,190,9, 9 ," 1,710 "
4,December,East,New York,Eddings,Drake,Casual,Womens,70,5, 9 , 350 
4,December,East,New York,Eddings,Drake,Business,Womens,120,8, 10 , 960 
1,January,East,New Jersey,Franks,Applegate,Casual,Mens,50,10, 7 , 500 
1,January,East,New Jersey,Franks,Applegate,Business,Mens,150,7, 8 ," 1,050 "
1,January,East,New Jersey,Franks,Applegate,Casual,Womens,100,6, 6 , 600 
1,January,East,New Jersey,Franks,Applegate,Business,Womens,190,9, 5 ," 1,710 "
1,January,East,New Jersey,Franks,Barr,Casual,Mens,50,7, 5 , 350 
1,January,East,New Jersey,Franks,Barr,Business,Mens,70,8, 5 , 560 
1,January,East,New Jersey,Franks,Barr,Casual,Womens,130,6, 10 , 780 
1,January,East,New Jersey,Franks,Barr,Business,Womens,120,5, 9 , 600 
1,January,East,New Jersey,Franks,Cayle,Casual,Mens,140,5, 10 , 700 
1,January,East,New Jersey,Franks,Cayle,Business,Mens,110,9, 6 , 990 
1,January,East,New Jersey,Franks,Cayle,Casual,Womens,90,6, 9 , 540 
1,January,East,New Jersey,Franks,Cayle,Business,Womens,150,5, 10 , 750 
1,January,East,New Jersey,Franks,Darper,Casual,Mens,170,9, 7 ," 1,530 "
1,January,East,New Jersey,Franks,Darper,Business,Mens,160,10, 7 ," 1,600 "
1,January,East,New Jersey,Franks,Darper,Casual,Womens,80,9, 5 , 720 
1,January,East,New Jersey,Franks,Darper,Business,Womens,50,7, 9 , 350 
1,February,East,New Jersey,Franks,Applegate,Casual,Mens,50,9, 9 , 450 
1,February,East,New Jersey,Franks,Applegate,Business,Mens,50,10, 7 , 500 
1,February,East,New Jersey,Franks,Applegate,Casual,Womens,170,9, 5 ," 1,530 "
1,February,East,New Jersey,Franks,Applegate,Business,Womens,130,9, 5 ," 1,170 "
1,February,East,New Jersey,Franks,Barr,Casual,Mens,70,5, 10 , 350 
1,February,East,New Jersey,Franks,Barr,Business,Mens,160,6, 6 , 960 
1,February,East,New Jersey,Franks,Barr,Casual,Womens,140,8, 6 ," 1,120 "
1,February,East,New Jersey,Franks,Barr,Business,Womens,130,10, 10 ," 1,300 "
1,February,East,New Jersey,Franks,Cayle,Casual,Mens,70,10, 6 , 700 
1,February,East,New Jersey,Franks,Cayle,Business,Mens,190,8, 5 ," 1,520 "
1,February,East,New Jersey,Franks,Cayle,Casual,Womens,140,7, 7 , 980 
1,February,East,New Jersey,Franks,Cayle,Business,Womens,90,7, 9 , 630 
1,February,East,New Jersey,Franks,Darper,Casual,Mens,170,10, 10 ," 1,700 "
1,February,East,New Jersey,Franks,Darper,Business,Mens,50,9, 5 , 450 
1,February,East,New Jersey,Franks,Darper,Casual,Womens,130,10, 5 ," 1,300 "
1,February,East,New Jersey,Franks,Darper,Business,Womens,140,8, 5 ," 1,120 "
1,March,East,New Jersey,Franks,Applegate,Casual,Mens,70,5, 5 , 350 
1,March,East,New Jersey,Franks,Applegate,Business,Mens,130,9, 8 ," 1,170 "
1,March,East,New Jersey,Franks,Applegate,Casual,Womens,120,6, 8 , 720 
1,March,East,New Jersey,Franks,Applegate,Business,Womens,150,8, 7 ," 1,200 "
1,March,East,New Jersey,Franks,Barr,Casual,Mens,150,5, 9 , 750 
1,March,East,New Jersey,Franks,Barr,Business,Mens,100,10, 9 ," 1,000 "
1,March,East,New Jersey,Franks,Barr,Casual,Womens,60,10, 7 , 600 
1,March,East,New Jersey,Franks,Barr,Business,Womens,80,9, 8 , 720 
1,March,East,New Jersey,Franks,Cayle,Casual,Mens,190,5, 8 , 950 
1,March,East,New Jersey,Franks,Cayle,Business,Mens,120,9, 8 ," 1,080 "
1,March,East,New Jersey,Franks,Cayle,Casual,Womens,100,10, 5 ," 1,000 "
